age,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,support_index,risk_behavior,engagement,school_MS,sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other
17,1,2,1,1,0,0,0,0,0,1,1,0,0,2,2,2,3,3,5,8,1,8,0.19999999999999996,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False
18,1,1,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,2,11,0.4,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
16,2,2,3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,2,1,5,0.8,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
16,3,3,1,2,1,0,1,1,0,1,1,1,1,4,5,5,4,4,5,4,2,13,1.6,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
17,2,1,2,1,2,0,0,0,1,1,0,1,1,3,3,2,2,2,5,0,0,6,1.0,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
15,3,2,2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,6,3,9,1.4,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
16,1,2,2,1,1,0,0,0,1,1,1,0,0,4,4,4,2,4,5,0,1,10,1.0,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False
17,1,3,1,1,0,0,0,0,0,1,0,1,0,5,3,3,1,4,2,2,0,8,0.8,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
17,1,1,4,2,3,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,0,11,2.0,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False
16,3,2,2,1,1,0,1,0,1,0,0,0,0,4,5,2,1,1,2,16,1,4,-0.6000000000000001,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
16,2,2,1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,4,0,11,1.6,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
16,4,2,1,2,0,0,0,1,0,1,1,1,1,4,2,3,1,1,3,0,1,5,2.0,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False
16,2,2,1,2,0,0,1,1,0,0,1,1,0,5,1,5,1,1,4,0,2,7,2.0,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
16,4,4,1,2,0,0,1,1,0,1,1,1,1,4,4,2,1,1,3,0,2,4,2.0,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False
16,3,4,3,1,2,0,1,0,1,0,1,1,0,3,4,5,2,4,2,0,2,11,1.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
16,1,0,2,2,0,0,1,1,1,1,1,1,1,4,3,2,1,1,3,2,2,4,1.8,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False
17,4,4,1,2,0,0,1,1,1,1,1,1,0,4,4,4,1,3,5,0,2,8,2.0,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False
16,1,3,1,2,3,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,1,7,2.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
16,3,3,2,2,0,0,1,1,1,1,1,1,0,4,4,5,1,1,4,4,2,7,1.6,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False
17,4,3,2,2,0,0,0,1,1,1,1,1,0,4,4,4,4,4,4,4,1,12,1.6,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False
16,2,2,2,2,0,0,0,1,1,0,1,1,0,3,4,4,1,4,5,2,1,9,1.8,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False
17,3,3,1,2,0,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,1,9,1.6,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
16,4,2,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,10,2,10,0.0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
17,4,3,1,2,0,0,1,0,1,1,1,1,1,5,2,3,1,1,2,4,2,5,1.6,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
16,4,3,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,10,2,8,1.0,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
16,3,3,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,3,2,1,6,1.8,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
17,2,4,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,2,7,2.0,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
17,3,3,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,56,2,8,-3.5999999999999996,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False
16,3,2,1,2,0,0,1,1,0,1,1,1,0,1,2,2,1,2,1,14,2,5,0.6000000000000001,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False
17,3,3,1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,12,2,9,0.8,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
16,1,2,1,1,0,0,1,1,1,1,1,1,1,3,3,3,1,2,3,2,2,6,0.8,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
16,2,1,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,5,0,1,6,2.0,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False
17,3,3,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,6,2,7,1.4,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
17,1,2,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,4,1,9,1.6,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
16,2,3,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,10,1,5,1.0,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
17,1,1,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,1,5,2.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
17,1,2,2,2,0,0,0,1,1,0,1,1,0,4,4,4,4,5,5,12,1,13,0.8,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
16,3,3,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,8,2,9,0.19999999999999996,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False
16,2,3,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,1,5,1.0,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
17,2,4,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,1,4,2.0,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False
17,4,4,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,1,6,0.6,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False
16,3,3,3,1,0,0,1,1,1,1,1,1,0,3,3,4,3,5,3,8,2,12,0.19999999999999996,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False
17,4,4,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,24,2,9,-1.4,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False
16,4,4,1,2,0,0,1,1,0,1,1,1,0,4,5,2,1,2,3,0,2,5,2.0,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False
16,4,3,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,2,11,1.8,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False
16,2,3,1,2,0,1,1,1,1,1,1,0,0,4,4,3,1,3,4,6,3,7,1.4,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False
17,1,1,1,2,0,0,1,1,0,0,1,0,0,4,4,4,1,3,1,4,2,8,1.6,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
17,2,2,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,18,2,5,-0.8,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False
16,2,2,2,4,0,0,1,1,1,0,1,1,0,5,3,5,1,1,5,6,2,7,3.4,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False
17,3,4,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,28,2,10,0.20000000000000018,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
16,3,1,1,2,3,0,1,1,0,1,1,1,0,2,3,3,2,2,4,5,2,7,1.5,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
16,4,3,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10,1,4,1.0,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
16,1,1,2,1,0,0,1,1,0,1,1,0,0,4,3,2,1,4,5,6,2,7,0.4,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
17,4,3,2,3,0,0,1,1,1,1,1,1,1,4,4,2,1,1,4,6,2,4,2.4,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False
19,3,3,1,4,0,0,1,1,1,1,1,1,0,4,3,3,1,2,3,10,2,6,3.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
17,4,4,1,2,0,0,1,1,0,1,1,1,1,5,3,5,4,5,3,13,2,14,0.7,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False
16,2,2,1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0,3,6,2.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
18,2,2,1,2,1,0,1,1,1,1,1,1,0,4,4,4,2,4,5,15,2,10,0.5,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
17,4,4,1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12,2,4,-0.19999999999999996,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False
17,3,2,2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,3,1,2,1,8,1.8,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False
17,4,3,1,2,2,0,0,1,0,1,1,1,1,3,4,5,2,4,1,22,1,11,-0.20000000000000018,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False
18,3,3,1,2,1,0,1,1,0,1,1,1,0,3,2,4,2,4,4,13,2,10,0.7,False,True,True,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False
17,2,3,2,1,0,0,1,1,0,1,1,0,0,3,3,3,1,4,3,3,2,8,0.7,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
17,2,2,1,3,0,0,1,1,1,1,1,1,0,4,3,3,1,1,4,4,2,5,2.6,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
17,2,1,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,2,2,8,1.8,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False
17,1,1,1,3,1,0,1,0,1,1,1,0,1,4,3,4,1,1,5,0,2,6,3.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
16,2,3,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2,2,3,1.8,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False
18,2,2,2,2,0,0,1,1,0,1,1,1,0,3,3,3,5,5,4,0,2,13,2.0,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
16,4,4,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0,2,4,3.0,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
18,3,1,1,2,1,0,0,0,1,1,1,1,1,5,3,3,1,1,4,16,1,5,0.3999999999999999,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False
17,3,2,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,1,8,1.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
17,2,3,1,2,0,0,1,1,0,0,1,1,0,5,3,3,1,3,3,2,2,7,1.8,False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False
18,2,1,4,2,0,1,1,1,1,1,1,1,1,4,3,2,4,5,3,14,3,11,0.6000000000000001,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
17,2,1,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,1,6,2.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
17,4,3,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,1,6,0.6000000000000001,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False
17,2,2,2,2,0,0,1,1,1,1,1,1,0,4,5,2,1,1,1,4,2,4,1.6,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
17,4,4,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,14,3,9,0.6000000000000001,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False
16,4,4,1,2,0,0,1,1,1,1,1,1,0,4,2,4,2,4,1,2,2,10,1.8,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
16,1,1,2,2,0,0,1,1,0,1,1,1,0,3,4,2,1,1,5,18,2,4,0.19999999999999996,False,True,True,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
16,3,2,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,10,1,7,2.0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
17,2,2,1,2,0,0,0,1,1,0,1,1,1,4,4,2,5,5,4,4,1,12,1.6,False,True,True,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False
16,2,1,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,20,1,4,-1.0,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
17,2,1,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,1,3,1.8,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
18,2,2,1,2,1,0,0,0,0,1,0,1,0,5,5,4,3,5,2,0,0,12,2.0,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
17,4,3,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14,1,10,0.6000000000000001,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False
17,4,4,2,2,0,0,1,1,0,1,1,1,0,3,3,3,2,3,4,2,2,8,1.8,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
16,4,3,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,0,1,7,1.0,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False
16,4,4,1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,1,5,1.0,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
18,2,1,2,3,0,0,1,1,0,0,1,1,1,4,4,4,1,1,3,0,2,6,3.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
16,2,1,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6,1,5,0.4,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
17,2,3,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,4,1,4,0.6,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
22,3,1,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,16,0,15,-0.6000000000000001,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
18,3,3,1,2,1,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,2,7,1.2,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False
16,0,2,1,1,0,0,0,1,0,0,1,1,0,4,3,2,2,4,5,0,1,8,1.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
18,3,2,2,1,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,0,0,11,1.0,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
16,3,3,3,2,0,1,1,0,0,0,1,1,0,5,3,3,1,3,2,6,3,7,1.4,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
18,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,0,12,0.6,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
16,2,1,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,0,1,6,1.0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
17,2,1,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,1,8,1.0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
17,1,1,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,2,2,7,0.8,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False
17,4,2,1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6,2,5,3.4,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False
19,4,3,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12,2,3,0.8,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
18,2,1,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,1,7,1.2,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
17,2,2,1,4,0,0,0,1,1,1,1,1,1,3,4,1,1,1,2,0,1,3,4.0,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False
18,4,3,1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21,2,6,-0.10000000000000009,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
18,4,3,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,3,2,2,4,1.8,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
18,3,2,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,1,4,2.9,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
17,3,3,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,1,5,2.6,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
18,2,2,1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0,2,5,3.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
18,3,4,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13,2,12,0.7,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False
17,3,1,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2,1,11,1.8,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
18,4,4,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8,1,8,1.2,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False
18,4,2,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10,2,9,1.0,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
18,2,1,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,1,8,2.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False
19,3,3,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,2,11,0.5,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True
18,2,3,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,2,9,3.6,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
18,1,1,2,2,0,0,1,1,0,0,1,0,0,4,4,3,1,1,3,2,2,5,1.8,False,False,True,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
17,1,2,1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2,2,6,1.8,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
17,2,4,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2,2,5,1.8,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False
17,2,2,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6,3,9,1.4,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False
18,3,2,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,0,3,-5.5,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
18,4,4,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22,1,9,-1.2000000000000002,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
18,4,4,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15,3,6,0.5,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False
18,4,3,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8,1,6,0.19999999999999996,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False
17,4,1,2,1,0,0,0,1,1,1,1,1,1,4,5,4,2,4,5,30,1,10,-2.0,False,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
17,3,2,1,1,1,0,0,0,0,1,1,1,0,4,4,4,3,4,3,19,1,11,-0.8999999999999999,False,True,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
18,1,1,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1,2,4,3.9,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False
18,1,1,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4,2,6,1.6,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
17,2,2,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4,2,8,1.6,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
17,1,1,1,2,0,0,0,1,0,0,1,1,0,4,3,3,1,2,4,2,1,6,1.8,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
18,2,2,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5,2,6,2.5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
17,1,1,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6,2,5,2.4,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False
18,2,1,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6,1,8,2.4,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False
18,4,4,1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9,2,5,1.1,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False
18,4,2,1,2,0,0,1,1,1,1,1,1,1,4,3,2,1,4,5,11,2,7,0.8999999999999999,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
17,4,3,1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0,2,5,3.0,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False
18,2,1,1,2,1,0,0,0,0,1,1,1,1,5,4,3,1,1,5,12,1,5,0.8,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False
17,3,1,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,2,4,3.4,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False
18,3,2,2,3,0,0,1,1,1,1,1,1,0,5,4,2,1,1,4,8,2,4,2.2,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False
17,3,3,1,1,0,0,1,1,0,1,1,1,0,4,4,3,1,3,5,4,2,7,0.6,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False
19,4,4,2,2,0,0,1,1,1,1,1,1,0,2,3,4,2,3,2,0,2,9,2.0,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True
18,4,3,2,2,0,0,1,1,0,1,1,1,1,4,4,5,1,2,2,10,2,8,1.0,False,False,True,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
18,4,3,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,2,5,4.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
18,4,4,1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5,2,6,0.5,False,True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False
18,4,4,1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14,2,6,0.6000000000000001,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False
17,4,4,2,1,0,0,0,1,0,1,1,1,0,4,1,1,2,2,5,0,1,5,1.0,False,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False
17,4,2,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,2,5,3.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False
17,3,2,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,2,5,4.0,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False
19,3,3,1,2,1,0,1,0,1,1,1,1,1,4,4,4,1,1,3,20,2,6,0.0,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
18,2,4,1,2,1,0,1,1,1,1,1,1,0,4,4,3,1,1,3,8,2,5,1.2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
20,3,2,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,1,5,1.0,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
19,4,4,2,1,1,0,1,1,0,1,1,1,1,4,3,4,1,1,4,38,2,6,-2.8,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True
19,3,3,1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,1,6,2.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
19,1,1,1,2,1,1,1,0,1,0,1,1,0,4,4,3,1,3,3,18,3,7,0.19999999999999996,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True
19,1,2,1,2,1,0,0,0,1,0,1,0,1,4,2,4,2,2,3,0,1,8,2.0,False,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True
19,2,1,3,2,0,0,1,0,0,1,0,1,1,3,4,1,1,1,2,20,1,3,0.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
19,1,2,1,2,1,0,0,0,0,0,1,1,0,4,5,2,2,2,4,3,1,6,1.7,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
19,3,2,2,2,1,0,1,1,0,0,1,1,1,4,2,2,1,2,1,22,2,5,-0.20000000000000018,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True
