student_index,risk_probability,actual_at_risk,shap_age,shap_Medu,shap_Fedu,shap_traveltime,shap_studytime,shap_failures,shap_schoolsup,shap_famsup,shap_paid,shap_activities,shap_nursery,shap_higher,shap_internet,shap_romantic,shap_famrel,shap_freetime,shap_goout,shap_Dalc,shap_Walc,shap_health,shap_absences,shap_G1,shap_support_index,shap_risk_behavior,shap_engagement,shap_school_MS,shap_sex_M,shap_address_U,shap_famsize_LE3,shap_Pstatus_T,shap_Mjob_health,shap_Mjob_other,shap_Mjob_services,shap_Mjob_teacher,shap_Fjob_health,shap_Fjob_other,shap_Fjob_services,shap_Fjob_teacher,shap_reason_home,shap_reason_other,shap_reason_reputation,shap_guardian_mother,shap_guardian_other
43,0.61539376,1,0.09695929,-0.008087115,0.0007857465,0.0006699203,0.00021482346,-0.08150979,-0.0033597904,0.0048510674,-0.004577309,-0.016717684,0.004762159,0.0,-0.006971307,0.026631061,-0.08717106,-0.00062163844,0.020873167,0.0048449202,-0.009650196,0.0016288735,0.14009093,0.36915004,-0.009792587,0.02341446,0.026598757,-0.00022695788,-0.003926741,-0.00557789,-0.0047459765,0.0023567728,0.00010517466,-0.00024546531,0.0046869223,0.014087426,0.0,-0.026800204,-0.0017755774,-0.00734326,0.0010406056,0.0011074934,0.0003268673,0.002077568,-0.0053972295
44,0.7712495,1,-0.0715707,0.0019861842,0.012406769,0.0008852649,0.0044511077,0.26815715,0.013888623,-0.017551402,0.0014267104,0.0112846475,-0.016910901,0.0,-0.0030588887,0.03820694,0.0116422335,0.012216756,0.03453848,-0.0067545604,0.003817098,0.007705388,0.07224345,0.79109097,-0.007559811,0.01919543,0.009552952,-0.000709526,3.5760488e-05,-0.0038512056,-0.002354952,0.0033150404,6.356338e-05,-0.0013458316,0.0022742704,-0.0019286268,0.0,0.03050005,0.006813894,-0.007392245,-0.006755127,0.0021374016,0.00091274607,0.00068106217,-0.0055823703
45,0.7922306,1,-0.05924383,-0.002340862,0.0049517783,-0.0014057187,0.0043714168,-0.0671129,0.022950761,0.00502002,-5.152737e-05,-0.011815308,0.0029592672,0.0,-0.0034789126,-0.016179377,0.023330394,6.333203e-05,0.08123365,-0.0018567183,0.0037702224,0.009229373,0.016275592,1.440883,-0.00800496,0.019079095,-0.010261248,-0.00022695788,-0.0013194784,-0.00546749,-0.06630451,0.0036568274,0.0006312103,-0.00024546531,-0.022688435,-0.0033356484,0.0,-0.021512913,-0.002193862,-0.007392245,0.004328732,0.0013842239,-0.0012047028,0.00271161,-0.0020402533
46,0.6767323,1,-0.03622718,-0.0064217644,-7.6281605e-05,-0.004038015,0.0034851888,-0.05934405,-0.0010564179,0.005006259,0.0016307365,0.013429225,0.006712456,0.0,-0.0042040246,0.043265674,-0.10877032,-0.0026992587,0.036253743,0.0023106842,-0.007305273,-0.10189029,0.20966731,0.73769426,-0.006065071,0.0155596165,0.049688794,-0.00022695788,-0.0051542507,-0.005785789,-0.009009659,0.0022072624,0.0006312103,0.00019890038,0.004574678,-0.0016653842,0.0,-0.033195242,-0.0022122813,-0.0073386966,0.0046370844,0.002229781,-0.0012047028,0.0016247275,-0.0053972295
47,0.11684725,0,-0.0039001657,-0.0031768891,0.0028589438,-0.00087072724,0.004040917,-0.08366513,-0.015895318,-0.0075044855,0.00030888745,0.007148732,-0.008895766,0.0,-0.012435585,-0.0130055,-0.092180654,-0.013573216,0.04624097,-0.0020678379,-0.0073023136,0.004179529,1.0288495e-06,-1.7821275,-0.012110031,0.017983543,-0.017399231,-0.00022695788,-0.0034238258,-0.009245929,0.0023547825,0.0029458664,0.0006312103,0.00019890038,0.005962964,-0.0017402016,0.0,-0.011730086,-0.0020938034,-0.023005864,0.0024171425,0.0006904054,0.00019848702,0.0016247275,-0.0021166892
48,0.1616006,0,-0.038808838,-0.009840264,0.003770477,0.0028151819,0.003949516,-0.07615149,-0.04299066,-0.013123728,0.0033605136,0.0074787075,0.002758022,0.0,-0.046423316,0.044614676,-0.0953085,-0.01898735,0.004819831,-0.0031676476,-0.011934773,0.014544294,-0.015054667,-1.3141296,-0.01733289,0.00478533,0.0052200803,-0.00022695788,0.0033664627,-0.014511968,0.0035644458,0.0014485255,0.0006312103,-0.00024546531,0.005962964,-0.0029628042,0.0,-0.0128854895,-0.0021648859,-0.033821113,0.0037518064,0.0006904054,-0.0012047028,0.0029499573,-0.0028481828
49,0.5372707,1,-0.0277939,-0.0019309596,5.0829723e-05,-0.0018636235,0.006589859,-0.09192391,-0.003602319,0.0033419281,-0.0007630375,0.011767249,0.005315401,0.0,-0.0067197415,-0.01592834,-0.11702494,-0.0022066117,0.045762803,-0.005148181,-0.005963715,0.007973308,-0.04344837,0.33227503,-0.012231404,0.01611957,0.012596654,-0.00022695788,-0.0015924008,-0.0061658095,-0.005010976,0.0029458664,0.00010517466,-0.00024546531,0.0060421843,0.015178509,0.0,0.031615444,0.00284466,-0.007392245,0.0009099545,0.001030014,0.00012230354,0.002077568,-0.0053972295
50,0.47907928,1,-0.028658839,-0.011030148,-0.00051859976,-0.0032537794,0.0052160006,-0.067308776,-0.0014124346,-0.008990179,-6.646209e-06,0.01452757,-0.023919355,0.0,0.029950878,-0.029780567,0.064478405,0.014413417,0.009359136,-0.006449578,0.004491517,0.0071328464,-0.1678451,0.22492956,-0.0133799175,-0.058516286,0.011412017,-0.0008893729,-0.0014977428,-0.0032292134,-0.0067480044,0.0015068345,0.00010517466,0.00019890038,0.0052420422,-0.0068565155,0.0,-0.029543236,-0.003135342,-0.00716052,-0.001975302,0.0009931589,0.00019848702,0.002077568,-0.0051356526
51,0.8594205,1,-0.06759068,-0.0041540978,-0.0013423571,0.008125095,0.003693625,0.32730106,0.031143306,-0.02026871,-0.0046986993,-0.007263031,0.003269713,0.0,-0.0029347958,0.023043834,0.011821448,0.012997007,0.06620409,0.010062049,-0.0009637262,0.00921987,-0.11133023,1.4879178,-0.009951102,0.01708965,-0.005355635,-0.000709526,-0.0017917688,-0.0063191643,0.011949206,0.0037215694,6.356338e-05,-0.0013458316,-0.009526998,-0.001928072,0.0,0.030308433,0.009329888,-0.007392245,0.0054602404,0.0022592442,-0.00074231264,-0.0038616084,-0.00230183
52,0.13093664,0,-0.009640569,-0.011627556,0.0038543607,0.008217375,0.0018937426,-0.07086993,-0.014491374,0.0045997836,-0.00036864734,-0.009095841,0.0016985033,0.0,-0.011525794,-0.028737046,0.0057216203,-0.0116588725,0.0035191963,-0.002926903,0.0033099758,0.004665948,0.062322192,-1.7606246,-0.008716709,-0.06860503,0.057315663,-0.0008893729,-0.00055514893,-0.008711983,-0.00018494215,0.0015068345,0.00010517466,0.00019890038,0.0043582367,-0.005159729,0.0,-0.010205426,-0.005505085,-0.023005864,0.0022362063,0.0006904054,-0.001983898,0.0007523382,-0.0018551124
53,0.5078857,0,-0.08083701,-0.0021911107,0.0009886789,-0.0020794878,0.0075759003,-0.077435985,-0.0026688068,0.00502002,0.00030888745,0.014197595,0.004762159,0.0,0.027791137,-0.017083589,0.044742875,-0.0016499825,0.03640296,0.005587903,0.00015246769,0.008006089,-0.17774805,0.17959912,-0.010917891,0.016737323,-0.018573903,-0.00022695788,-0.001278716,0.010851411,-0.0066558714,0.0029936433,-0.0011233636,-0.00024546531,0.0060421843,-0.0070001404,0.0,0.030645832,-0.0016120938,0.05254843,0.0007512809,-0.018725356,0.00012230354,0.002077568,-0.0055823703
54,0.8471129,1,0.006084072,0.0069782776,-0.0061585703,0.010658316,-0.007252527,0.26691532,0.037205346,-0.01384735,0.0018481911,0.006421902,0.0027383233,0.0,-0.003323909,0.04062752,0.055556837,0.009878796,-0.111073785,0.006138326,0.00079653016,0.0029316116,0.077805154,1.4018185,-0.0046263174,0.017540319,-0.003113634,-0.000709526,-0.0007193673,0.0142292045,-0.07670118,0.0022066697,6.356338e-05,-0.0061010746,0.002523505,-0.0018538093,0.0,-0.022325218,-0.008319116,-0.00734326,0.004495787,0.0020731406,0.00091274607,0.0017679445,-0.0018900195
55,0.35757977,0,-0.042531647,-0.007979382,0.0042269174,-0.0030451186,0.007817014,-0.040267482,0.30599147,0.0080901785,0.0013026806,0.009909053,0.0043569757,0.0,-0.043436803,-0.017638532,0.021030739,-0.008130305,0.002023299,0.0019593295,-0.0043303454,-0.032085713,0.22787294,-1.0391799,0.08206337,0.026672432,0.028695023,-0.00022695788,-0.06004611,-0.011974077,0.0024137304,0.0012784253,0.0006312103,0.00019890038,0.0028807172,-0.0044834334,0.0,0.015688416,0.0026360843,-0.02985265,-0.00707318,0.00065731915,0.00019848702,0.0029499573,-0.0024232112
56,0.16870908,0,-0.028139772,0.009903255,0.004295565,-0.002515038,0.0040211407,-0.08813562,-0.027795823,0.004010982,-0.00044591754,0.0082470765,0.0025211927,0.0,-0.045994215,-0.01826449,0.057977125,-0.016568491,-0.05139962,0.0024822203,-0.0046025915,-0.0005695146,-0.12444588,-1.268109,-0.012540585,0.008439113,-0.0025141826,-0.00022695788,-0.0036187847,0.037639834,-0.007064642,0.0014673331,0.00010517466,-0.00024546531,-0.02256095,-0.0044834334,0.0,0.015104201,0.003562627,-0.033870097,0.0016480602,0.00073191535,0.00019848702,0.002077568,-0.002401465
57,0.15170388,0,-0.01060602,-0.0035823868,-0.0050990474,0.00312138,0.0017629252,-0.08417541,-0.013791699,0.00562441,-0.004577309,-0.009095841,-0.00793705,0.0,-0.009632069,0.032092407,0.021364136,-0.011102587,0.009061893,-0.002524174,-0.004151816,0.0045121084,-0.107574776,-1.7138455,-0.0117596295,0.01094907,-0.007844323,-0.00022695788,-0.0020369047,-0.009862547,-7.8624464e-05,0.0014485255,0.00010517466,-0.00024546531,0.005962964,0.010742812,0.0,0.012352686,-0.0017755774,0.17046113,0.0037518064,0.00061669474,0.00012230354,0.0007523382,-0.0018551124
58,0.12243533,0,-0.032695167,-0.009108366,0.0046541593,-0.0010865917,-0.012194606,-0.09109781,-0.029523047,-0.010548038,-0.0007630375,-0.008575108,0.0016985033,0.0,-0.012536926,-0.009920553,0.042587917,0.047231294,0.032878883,0.003048489,-0.001738997,-0.041715406,-0.11032768,-1.6951103,-0.013797767,0.014884157,-0.017758628,-0.00022695788,0.0032595552,-0.014854756,-0.00046846623,0.0029936433,-0.0011233636,-0.00024546531,0.005962964,-0.0034792733,0.0,0.012035813,0.0030941204,-0.022542462,0.002258469,-0.0105309915,0.00012230354,0.0007523382,-0.002336737
59,0.76625466,1,0.06835759,-0.0031897854,-0.009094515,0.0018280006,0.008448545,-0.06449055,-0.06162834,-0.009955125,-0.0037071062,-0.008966715,0.0023262086,0.0,0.012846276,-0.019382738,0.024246354,-0.002343569,0.06799258,-0.0035189819,0.003299605,0.008534059,-0.12202832,1.2555634,-0.009541208,0.015065901,-0.009106396,-0.00022695788,-0.009655319,-0.002262285,0.009746318,-0.041774925,0.00010517466,-0.00024546531,0.0041091833,-0.0034516947,0.0,0.029065259,-0.0017551093,0.04785362,0.0050978144,0.0017389823,0.00012230354,0.0018392205,-0.0018551124
60,0.16116695,0,-0.049448125,0.020021668,-0.00460457,0.0007288874,0.0052117947,-0.066878326,-0.032713886,-0.011235978,-6.646209e-06,-0.0102972,0.002758022,0.0,-0.046481825,-0.033745922,0.015251417,-0.017845977,-0.001149286,-0.0033175298,0.005470979,0.012406425,-0.0022706457,-1.313012,-0.015940567,-0.04576531,-0.014287701,-0.0008893729,-0.0033670538,-0.011974077,0.0013147251,0.0015068345,0.0006312103,-0.00024546531,-0.02256095,-0.004558251,0.0,0.015460534,0.0059567657,-0.033870097,0.0016480602,0.0006904054,0.00019848702,0.0029499573,-0.002586606
61,0.11928511,0,-0.016248578,-0.0021443258,-0.0034316487,-0.0010865917,0.0018899064,-0.0941156,-0.016395155,0.004069285,0.00030888745,-0.009095841,-0.00793705,0.0,-0.011496997,-0.014964056,0.058607686,-0.022150647,0.008820576,0.0021453782,-0.0014625638,0.002306757,-0.104569346,-1.726897,-0.0116273025,0.015945371,0.0090657715,-0.00022695788,-0.0037026142,-0.010327666,-0.00030574275,0.0015984594,0.00010517466,-0.0004945137,-0.02256095,-0.0032608309,0.0,0.0118910745,0.0033026962,-0.040456083,0.0016480602,0.0006941742,0.00019848702,-0.002017106,-0.0021166892
62,0.11640213,0,-0.045898817,0.0002254527,0.0042059794,-0.003564031,-0.009834345,-0.08237898,-0.02467159,-0.013040643,-0.0007630375,-0.008575108,-0.0074964487,0.0,-0.01166166,-0.0199188,0.007782352,-0.012581822,-0.081430875,0.0017869289,-0.0033220327,-0.0035658677,0.047855172,-1.7070332,-0.012014542,0.017609637,-0.018045159,-0.00022695788,-0.0018853355,-0.008711983,0.0006470204,0.0014673331,0.00010517466,0.00019890038,0.005962964,-0.0034050108,0.0,-0.01008797,-0.0017571582,-0.022542462,0.002077533,-0.009065997,0.00091274607,0.0007523382,-0.002336737
63,0.73711276,1,0.09235537,-0.0095459325,-0.0126108015,-0.0004359185,0.003250151,0.16344598,0.007664201,-0.011671284,0.0014267104,0.009910651,0.007576143,0.0,-0.0036053895,0.07250018,-0.0692048,0.0014229517,0.035398584,-0.012689197,0.0082909735,0.00934352,0.10845097,0.7514723,-0.007269753,-0.060478244,-0.00751722,-0.007002351,-0.0064235823,0.014926776,0.0008537546,0.0020394782,0.00020893454,0.0004113672,0.0023246482,-0.0014204417,0.0,-0.040793344,-0.012701567,-0.0073386966,0.0046370844,0.0019600212,-0.0012047028,0.0009183264,-0.0051356526
64,0.12465904,0,-0.039596345,-0.015059783,-0.006375624,-0.005679187,0.0025360025,-0.07387286,-0.028502438,-0.011319064,-6.646209e-06,0.0082470765,0.0015960138,0.0,-0.011623254,-0.031805895,0.011924064,0.047347277,-0.064708345,-0.0026523985,0.0047874963,-0.0023146523,-0.09250675,-1.6490734,-0.016192742,-0.028809873,0.059275366,-0.0008893729,0.0032595552,-0.008140318,-0.00050470466,0.0013757081,-0.0011233636,-0.00024546531,0.0043582367,-0.0035540909,0.0,0.012352686,0.0026907208,-0.022542462,0.0024171425,0.0006544359,-0.00074231264,0.0007523382,-0.0020402533
65,0.6440928,0,0.09705729,-0.006430452,-0.009542784,0.0010086091,0.0035254094,-0.08056716,-0.0018270131,-0.012557527,0.00030888745,0.015486088,0.004480443,0.0,-0.004600231,-0.027231365,0.026309764,-0.0030607325,0.030067869,0.0037211892,0.0018863766,0.010815763,-0.14803793,0.7218485,-0.011810569,0.016657233,0.002083803,-0.00022695788,0.00088317343,-0.0024778843,-0.0066558714,0.0023094197,0.00010517466,0.00019890038,0.0049237814,-0.0028512469,0.0,-0.03200763,-0.0015614796,-0.00734326,0.0033024205,0.002229781,0.00012230354,0.0007523382,-0.0053972295
66,0.41782245,0,-0.029084537,0.000883785,0.0033295236,-0.0016972923,0.0068701706,-0.088203974,-0.0025411935,0.0031232652,0.00030888745,-0.0139589105,-0.023919355,0.0,-0.007115948,-0.018380823,-0.10500461,-0.00061598135,0.021991786,-0.0051640794,0.0006295308,0.0038598191,-0.1982721,0.19418544,-0.012099077,0.007451785,-0.025248844,-0.00022695788,-0.0015924008,-0.0067708255,-0.005834826,0.0029458664,0.00010517466,0.00019890038,0.0060421843,-0.005261068,0.0,-0.029454421,-0.0019001737,-0.007392245,0.0009099545,0.001030014,0.00019848702,0.002077568,-0.0053972295
67,0.887732,1,0.061901204,0.0058798515,0.014856654,0.004797939,-0.0074399593,0.29142663,0.036626074,0.0072117085,0.00052634196,0.0052483995,0.003269713,0.0,-0.002842714,-0.019286577,0.045381565,0.009269589,0.03379412,-0.0075738756,0.002572536,0.013449833,0.08668371,1.4835835,-0.0031903742,0.024200285,-0.0023645256,-0.000709526,-0.00081124273,0.0065295952,0.0140193505,0.002556727,6.356338e-05,-0.0013458316,-0.008378187,-0.0018262308,0.0,-0.024219887,-0.0058409534,-0.00734326,0.00394464,0.0015467019,-0.005539847,0.0017679445,-0.0018900195
68,0.6100897,0,-0.08648499,-0.0094334055,-0.0003232991,-0.0022169047,0.007998036,-0.06570783,0.046469893,-0.011664381,-0.0020697236,0.014197595,0.0046823425,0.0,-0.00659138,0.028569676,0.02441874,-0.00011815033,0.05429082,0.005718292,-0.0019628964,0.0066081104,0.1007845,0.33549252,-0.009384321,0.022007536,0.017962098,-0.00022695788,-0.009315729,-0.0081255445,-0.0007999577,0.0023567728,0.00010517466,-0.00024546531,-0.019353878,-0.008605778,0.0,0.026534876,0.0029481659,-0.006836612,0.0002715232,0.001181204,-0.001983898,-0.0051509524,-0.0055823703
69,0.6076417,1,-0.08814574,-0.0006391686,0.00013346656,0.0042852685,0.0060425345,0.119340345,0.009201758,-0.019369604,-0.0007396139,0.011830144,0.00717318,0.0,-0.005130757,-0.023349294,0.011640911,0.011559312,-0.0041491627,0.011291996,0.001492488,-0.000778585,0.11945006,0.27721596,-0.0075645014,0.019351989,-0.015216213,-0.000709526,-0.013809948,-0.0049348525,-0.010862942,0.0022522958,0.00020893454,0.00019890038,0.0032202217,-0.005934752,0.0,0.039339542,-0.008555969,-0.0067830635,0.0009099545,0.0019050343,0.00019848702,-0.00585253,-0.0055823703
70,0.27015376,0,-0.037634578,-0.017192198,-0.0043020775,-0.002260883,0.00825751,-0.067388035,0.41028762,0.007065551,-0.00396082,0.00515678,0.0025438652,0.0,-0.043596655,-0.029622383,-0.09685016,-0.009264925,0.008003008,-0.0028249456,0.00839529,-0.032931566,-0.1293204,-0.9658877,0.10194191,-0.057216108,-0.0122840535,-0.0008893729,0.06735881,-0.014058414,-0.009473936,-0.013178144,0.00010517466,-0.00024546531,-0.016587775,-0.0029628042,0.0,-0.013136457,-0.0032354004,-0.030219486,-0.0044035013,0.0005798397,0.00019848702,0.002077568,-0.0021616344
71,0.4516463,0,-0.030663345,-0.008338946,-0.0018423777,-0.0032537794,0.0057152635,-0.08193753,-0.0053756614,0.0049289432,0.0012092558,0.011437274,0.004762159,0.0,-0.00729855,0.06777131,-0.1070708,0.014897309,0.011538757,-0.0064750086,0.010313239,-0.0018699708,-0.1821032,0.22926131,-0.011537662,-0.037229005,-0.025248844,-0.0008893729,0.0012181492,-0.008169756,-0.0047172955,0.0014046772,0.00010517466,0.00019890038,0.0060421843,-0.0054795104,0.0,-0.031003699,-0.004665886,-0.00734326,0.0022446185,0.0011037246,0.00012230354,0.002077568,-0.0051356526
72,0.87590235,1,0.07323538,0.0047786087,0.0050174966,0.0016111403,0.0031868299,0.1757312,0.030350652,0.0048352294,-0.0008844277,0.005793896,0.0055017252,0.0,-0.0025385893,-0.010097256,0.012497977,0.012049967,0.08017218,0.011423679,-0.00066540117,0.00806095,0.08526364,1.4606307,-0.005006772,0.025911449,-0.00029786958,-0.000709526,0.0040580323,-0.0021378933,0.015752558,0.00435844,0.00020893454,-0.00024546531,-0.0060949437,-0.0017858584,0.0,-0.029111018,-0.007566112,-0.007289712,-0.011258651,0.0020818664,0.00019848702,0.0020052087,-0.0021166892
73,0.18130414,0,0.030905785,-0.004422783,-0.0021617026,-0.0023772423,0.0055459123,-0.076810814,-0.010198115,0.0061785067,-0.004577309,-0.010299105,-0.008455164,0.0,-0.009000281,0.024026018,0.039338216,0.048291404,-0.041738696,0.0039002057,-0.005784231,0.0030356864,0.020871006,-1.7077656,-0.010093239,0.015797691,-0.015926536,0.00022536918,-0.0020369047,0.023740975,0.0016339768,0.0013239416,0.0006312103,0.00019890038,0.004844561,-0.0028512469,0.0,0.013876937,-0.001969207,0.17046113,0.0035931328,-0.009065997,0.00012230354,-0.0057044085,-0.0021166892
74,0.14716373,0,-0.011147971,-0.011387496,-0.0018956924,-0.0028316707,0.0024128573,-0.07712313,-0.014095511,0.004069285,-0.004577309,0.0082470765,0.0016985033,0.0,-0.010494558,0.032102816,0.014753584,-0.01634568,0.012416126,-0.0025300947,-0.0054254783,0.006947346,0.072013944,-1.7785698,-0.009378167,0.017873751,0.054222472,-0.00022695788,-0.00055514893,-0.009862547,0.00090998446,0.0014485255,-0.0011233636,-0.00024546531,0.0043582367,-0.005159729,0.0,-0.0098323515,-0.0017755774,-0.023005864,0.0025477936,0.00061669474,-0.001983898,0.0007523382,-0.0021166892
75,0.17159565,0,0.044308316,0.009668653,0.003326586,0.00064220227,-0.0036728384,0.1138754,-0.0039774836,-0.0073943078,0.0014267104,-0.010103698,0.0036987625,0.0,-0.010116312,0.050371725,0.004249851,0.040692437,-0.047741115,-0.013039364,0.0073261666,0.0006706013,0.073545374,-1.7604257,-0.008230048,-0.05168002,-0.006806939,-0.007002351,-0.006078542,0.028121026,0.0043959823,0.0011973914,0.00020893454,0.00019890038,0.0020496761,-0.0023863062,0.0,-0.01748028,-0.008967011,-0.022590041,0.0037518064,0.0008169139,-0.0012047028,-0.0027186833,0.0154360365
76,0.12705979,0,-0.025833536,0.008878218,-0.011101294,0.0007288874,0.0018182818,-0.07240166,-0.015694292,0.0014312298,0.0012092558,-0.009095841,0.0018328431,0.0,-0.011487265,0.04941487,0.01742393,-0.022148516,0.009834895,-0.002956528,0.00573677,0.0018730665,-0.04764267,-1.7459023,-0.010881468,-0.041449804,-0.007339717,-0.0008893729,-0.003518484,0.04407318,0.0012129414,0.0014046772,0.00010517466,-0.00024546531,0.005962964,-0.0033356484,0.0,-0.010882305,-0.0048595155,-0.040456083,0.0037518064,0.00061669474,0.00019848702,-0.002017106,-0.0018551124
77,0.16707781,0,0.04577831,-0.004163084,-0.004223204,-0.00030850543,0.0049695605,-0.08355842,-0.027322058,-0.007968105,-0.0007630375,0.0077974075,-0.00793705,0.0,-0.010604795,-0.0070149046,0.048423238,0.046937134,0.03379328,-0.001417783,-0.001738997,-0.0012533666,-0.10813251,-1.6996396,-0.013407815,0.016567044,-0.02138702,0.00022536918,0.0017693838,-0.005553176,-0.00034158851,0.0029458664,0.00010517466,-0.00024546531,0.004044419,0.010183689,0.0,0.013812771,-0.0015614796,0.16786377,-0.00707318,0.0006535503,0.00012230354,-0.002017106,-0.0021166892
78,0.8099832,1,0.05644159,0.006435052,-0.0052403454,0.0010650125,-0.010287741,-0.07494193,0.02536493,-0.007615504,0.0033605136,0.008161347,-0.011177614,0.0,-0.0037830381,0.044812687,0.026299736,-2.142333e-05,0.037377357,-0.0054341014,-0.003080555,0.010172633,-0.12937397,1.5042676,-0.00893376,0.006030425,-0.00895291,0.00022536918,0.0010722503,0.01073675,0.010955981,0.0021594856,0.00010517466,0.0004113672,0.0049237814,-0.0032332523,0.0,-0.021911414,-0.0021142715,-0.00734326,0.005668806,-0.01986404,0.00019848702,0.0018392205,-0.0021515964
