student_index,risk_probability,actual_at_risk,shap_age,shap_Medu,shap_Fedu,shap_traveltime,shap_studytime,shap_failures,shap_schoolsup,shap_famsup,shap_paid,shap_activities,shap_nursery,shap_higher,shap_internet,shap_romantic,shap_famrel,shap_freetime,shap_goout,shap_Dalc,shap_Walc,shap_health,shap_absences,shap_support_index,shap_risk_behavior,shap_engagement,shap_school_MS,shap_sex_M,shap_address_U,shap_famsize_LE3,shap_Pstatus_T,shap_Mjob_health,shap_Mjob_other,shap_Mjob_services,shap_Mjob_teacher,shap_Fjob_health,shap_Fjob_other,shap_Fjob_services,shap_Fjob_teacher,shap_reason_home,shap_reason_other,shap_reason_reputation,shap_guardian_mother,shap_guardian_other
45,0.3419589,1,-0.14573407,0.024312655,0.07176531,-0.007581278,0.013539095,-0.2895792,-0.030161452,0.06404447,0.007902346,-0.018357983,0.010034069,-0.0010903903,-0.002298957,-0.047726255,-0.0029430757,-0.008174492,0.20849146,-0.023281544,0.075582504,0.02633747,-0.19394225,-0.049054835,0.017782561,0.01586642,0.0023840982,0.06190795,-0.0352058,-0.07824104,0.02418579,0.003744559,-0.013778374,-0.33638477,-0.02352228,-0.0018084518,-0.012143751,-0.032225624,0.0006119943,0.020387348,0.007513137,-0.050979793,0.007365847,-0.0021242655
46,0.56964,1,0.016855491,0.007776796,0.018120866,-0.010956131,0.008052253,-0.20050405,-0.025276514,0.049430717,-0.022074927,0.01888541,0.011292353,-0.0015692232,-0.0011156122,0.07454633,-0.16065323,0.035485834,-0.04563335,0.040692262,-0.06821874,-0.2406429,0.30918035,-0.025893757,0.032598935,0.37554342,0.0027612415,0.019208292,-0.038999386,-0.06738957,0.018187167,0.0019266623,0.03191841,0.085304454,-0.011778204,-0.0010217944,-0.025881607,-0.028035322,0.00027948382,0.016066356,0.009024814,-0.029192427,0.0143101625,-0.00023326451
47,0.40723708,0,0.015680712,0.018431637,0.07929081,-0.0058548884,0.015586472,-0.2795922,-0.02663601,-0.09815399,-0.008257608,0.03516605,-0.032149166,-0.0018741809,-0.00052180956,-0.041023023,-0.16630024,0.03017651,0.20624162,-0.020673718,-0.07409441,0.02827261,-0.22542359,-0.13015252,0.034813114,0.014432564,0.0041914447,0.046048738,-0.033484727,0.025312107,0.02273288,0.00404541,0.019552533,0.088882506,-0.00885054,-0.0010217944,-0.01178033,-0.038066026,0.00028176984,0.030531066,0.0055445563,0.009071204,0.008345366,-0.0021242655
48,0.26379412,0,-0.12727855,0.023126619,0.061928425,0.013948662,-0.02972097,-0.28895575,-0.03449095,-0.10882538,-0.008644301,0.028223295,0.006623844,-0.0026598992,-0.00087447034,0.0956257,-0.1639811,0.034739137,-0.056168187,-0.030613322,-0.06433638,-0.013588562,-0.17617895,-0.15614387,0.025607252,-0.078837276,0.0031208368,-0.09210744,-0.048510917,0.024662033,0.020677991,0.0012294878,-0.009017194,0.08503714,-0.011656776,-0.0010217944,-0.010612418,-0.0377693,0.00028176984,0.025392773,0.008909269,-0.03286332,0.013501877,-0.0021242655
49,0.26601505,1,0.014843499,-0.11794341,-0.27433836,-0.013899125,-0.02784527,-0.32234862,-0.043616228,0.032884583,0.0032142021,0.013753107,0.008336375,-0.0010903903,-0.0035695897,-0.04661339,-0.2540518,-0.007913452,0.17192148,-0.029998345,-0.08408021,0.029689845,-0.27233967,-0.08442316,0.04091052,-0.119763315,0.0043519107,0.051992636,-0.033945225,0.028392205,0.024790665,0.0049038394,-0.01130209,0.085014164,0.048440214,-0.0009739125,0.0073685176,0.040105958,0.0012374347,0.018185927,0.006685068,0.0042812163,0.007424124,-0.0016119145
50,0.2591654,1,0.012701365,0.013272252,0.042735796,-0.007758515,-0.03501821,-0.26116833,-0.03695699,-0.10973642,-0.0158347,0.034608938,-0.015022656,-0.0018398017,0.0026538903,-0.076347075,0.1686776,-0.0051299455,-0.06465776,-0.026219806,0.045112804,0.030302035,-0.36918393,-0.1631393,-0.2239794,-0.11146276,0.003025797,0.07486635,-0.023286453,0.021396957,0.017192243,0.0009386768,0.00857696,0.07556593,-0.023315996,-0.0018287065,-0.008762231,-0.039925747,0.0005446372,-0.08939717,0.0064148614,0.009985669,0.005456916,-0.002373445
51,0.71946687,1,-0.21136732,-0.08225884,-0.14672753,0.008018772,0.011829791,1.5381868,-0.019907711,-0.07627452,-0.005736066,-0.024229147,0.014047503,-0.001316532,0.001929894,0.06961124,-0.028417131,0.041385647,0.16275641,0.042031504,-0.075224444,0.013849814,-0.2615008,-0.11641396,0.10103728,0.0027363866,-0.00046197788,0.01991637,-0.040025923,0.026053216,0.022895966,0.0037983314,-0.010699233,-0.16563942,-0.02043233,-0.0010176569,0.015007961,0.06785518,0.0005446372,0.012347246,0.0069171158,-0.027932648,-0.015905285,0.0025459088
52,0.41876692,0,-0.009000694,-0.20642164,0.08601349,0.01420035,-0.024805155,-0.2590061,-0.033568077,0.07035712,0.001131139,-0.024452023,0.0058297478,-0.001658693,-0.0013074919,-0.09113596,-0.042366114,0.04501324,-0.06972419,-0.031452883,0.051503364,0.020249626,0.33204234,-0.038006596,-0.21101478,-0.090923764,0.003411694,0.09217874,-0.03242982,0.03388807,0.02365713,0.0017555731,0.017784832,0.08384132,-0.033661522,-0.0010217944,-0.0070080776,-0.029706366,0.0006119943,0.018977985,0.008047544,-0.09680846,0.011267069,-0.0021242655
53,0.34825155,0,-0.102109715,-0.124861695,-0.22192824,-0.011282783,0.014986023,-0.30602944,-0.038474128,0.0399275,-0.00015902563,0.0077945795,0.009411921,-0.0007810739,0.01501913,-0.040841617,0.1898498,-0.007026172,0.10216526,0.03495784,-0.06618823,0.027157888,-0.35106266,-0.06739779,0.08567316,0.013272301,0.0036405572,0.059422523,0.057831015,0.018006478,0.023753881,-0.06259695,-0.004270135,0.08581257,-0.032086316,-0.0012523744,0.01193676,-0.017855898,-0.007448652,0.029034149,-0.08903121,0.0062234104,0.0040716464,-0.002002147
54,0.8580931,1,0.0038054665,0.078663275,0.041546363,0.0300215,-0.0081880735,1.1148709,-0.0027913507,-0.11542545,0.0043254094,0.032323733,0.016332066,0.03394686,0.00069150113,0.097512476,0.18130957,0.08288502,-0.2087735,0.024923481,-0.016150134,0.024122743,0.4261335,-0.06988891,-0.046324894,0.042539414,-0.0020173378,-0.076878645,0.08597506,-0.103609085,0.02203901,0.00096624676,-0.023392541,0.04256312,-0.015024619,-0.00064542866,-0.015879834,-0.04256869,0.0005446372,0.027093332,0.00850808,0.023754355,0.009191172,0.0025074964
55,0.81396794,0,-0.14741735,0.00058795395,0.014449604,-0.0152393,0.04071071,-0.15836993,0.134919,0.039347257,0.0321527,0.0021961187,0.013583757,-0.0009830149,-0.00068159925,-0.0368143,-0.0076792412,0.038345654,-0.013805148,0.031068271,-0.041397896,0.01944812,0.39471456,0.4583238,0.12611079,0.25750208,0.0027145578,0.023600189,-0.034116663,0.020183073,0.02018904,0.0027040117,0.018318277,0.07807284,-0.024029257,-0.001124741,0.034623254,0.046588007,0.0006119943,-0.032366127,0.0062394,0.031526774,0.012969395,0.0002209042
56,0.30279806,0,-0.002730958,0.0651605,0.06248566,-0.017305491,-0.036647618,-0.31068859,-0.037187215,0.045990657,0.0013016921,0.0251897,0.01185013,-0.0011898276,-0.0020966255,-0.059793346,0.17410389,0.048154313,-0.18906789,0.02811537,-0.02141101,0.019192884,-0.34486145,-0.06815593,-0.026515212,-0.1319453,0.001977367,0.07301661,0.06398778,-0.07025139,0.019035444,0.0012710207,-0.009966628,-0.2918527,-0.024780275,-0.0017429353,0.0051503093,0.044024605,0.0006119943,0.014577864,0.008683999,0.012455586,0.0016310319,-0.0017913799
57,0.33386043,0,0.002863289,-0.11478568,-0.22445491,0.0056465305,-0.025914315,-0.28911078,-0.043160245,0.066307075,0.003935681,-0.017444387,-0.03176388,-0.0015692232,-0.0035930583,0.1030066,0.003974053,0.040905874,-0.028716285,-0.032461956,-0.013927627,0.034759417,-0.31883228,-0.07165826,-0.005059794,-0.121539935,0.0036409697,0.074094,-0.03076536,0.03191626,0.019252028,0.002046384,-0.0048410627,0.08523708,0.09950116,-0.0010217944,0.008371744,-0.016581798,-0.012417506,0.022912262,0.0071036587,0.0034025572,0.013575082,-0.0016119145
58,0.26848665,0,-0.21423705,-0.13225585,0.06147941,-0.010864707,-0.018707352,-0.34020072,-0.033526354,-0.09011343,5.3417694e-05,-0.03588832,0.003924413,-0.0022724865,-0.0021884474,-0.027336275,0.16273032,0.012619486,0.1385425,0.04697094,-0.033284824,-0.20499848,-0.3473419,-0.13620897,0.16963716,-0.014424965,0.0030670194,-0.07539428,-0.023583833,0.01792362,0.02261634,-0.05946237,-0.01339684,0.07177714,-0.029382559,-0.0012044925,0.013380198,0.065026045,0.00029266288,0.021748412,-0.062296208,0.007017599,0.0016178458,-0.0021724622
59,0.3270392,1,0.16156012,-0.10089043,-0.24003099,-0.0036246714,0.022456968,-0.2454591,0.16993608,-0.13415916,-0.011723918,-0.046223115,0.00079969247,-0.0018398017,0.014778069,-0.055382576,-0.0025396612,0.027733881,0.16135368,-0.033532176,0.05482162,0.016799927,-0.3237993,-0.06535336,-0.014207175,-0.01082854,0.0049292743,0.060005236,-0.024886087,0.02255978,-0.28473908,0.004427488,-0.0037371463,0.08086928,-0.031922672,-0.0010217944,0.014428248,-0.032370478,-0.007448652,0.032360908,0.009316324,0.0042187274,0.0042527835,-0.0014997819
60,0.22373435,0,-0.1196298,0.07331062,0.018286463,-0.005050665,0.016296998,-0.28312713,-0.03161788,-0.122080386,-0.011548719,-0.038238842,0.0049427142,-0.0018741809,-0.0021094019,-0.07065189,-0.01864726,0.03163555,-0.055798564,-0.027092602,0.05481691,-0.033793535,-0.18890181,-0.15923926,-0.21503504,-0.006406464,0.0018085518,0.056800213,-0.043857828,0.024170822,0.02025324,0.0012242398,-0.01611623,-0.31933492,-0.021898137,-0.00176057,0.011679216,0.0935107,0.0005446372,0.025749182,0.008088414,0.012030646,0.008746103,-0.0021242655
61,0.31997266,0,-0.01581757,0.025920358,0.09690571,-0.008245459,-0.03801425,-0.3258729,-0.03623942,0.045400538,-0.004156013,-0.02431091,-0.039884347,-0.0010903903,-5.917484e-05,-0.036052912,0.22089374,-0.0014924782,-0.04920868,0.03240727,-0.07333802,0.02432427,-0.33207452,-0.06493779,0.032778595,-0.10922105,0.0021590798,0.06955048,-0.019489102,0.025821326,0.019031659,0.0012710207,-0.0050242054,-0.29423967,-0.025957858,-0.00199115,0.008943813,0.043179967,0.0006119943,0.019079681,0.0064169234,0.0101364665,-0.01784456,-0.0021724622
62,0.35662624,0,-0.12252917,0.083555065,0.073945545,-0.021198088,-0.024881748,-0.28539118,-0.01950688,-0.120441705,-0.006292553,-0.03376992,-0.017038446,-0.0052637467,-0.0028088207,-0.06416396,-0.05695119,0.032102156,-0.30210748,0.027125346,-0.036292303,0.0144602265,0.34786186,-0.115560144,0.035734873,0.027552634,0.002179081,-0.10785871,-0.037084177,0.026520401,0.021627393,0.0012294878,0.013776861,0.07549941,-0.022106191,-0.0007735797,-0.008053638,-0.0271137,0.0005446372,0.021665776,-0.07857651,0.023724455,0.010359634,-0.0017431832
63,0.57867664,1,0.12339741,0.01613847,0.06017485,-0.0066623115,0.016879374,0.37306687,-0.012677036,-0.11076582,-0.007738013,0.027708618,0.012192979,-0.0022535766,0.0014758542,0.1383403,-0.110505454,0.054765485,-0.06794668,-0.023703527,0.043636672,0.03248621,-0.12655209,-0.10710514,-0.27107704,-0.024002597,-0.0027123985,0.022642197,0.118821226,0.028220125,0.021037895,0.0016071547,0.03160431,0.069802746,-0.009878721,-0.0010217944,-0.024114711,-0.06950688,0.00028176984,0.033496726,0.010970182,-0.053220376,0.012520902,0.00951474
64,0.1525756,0,-0.13791227,-0.15886372,0.018978294,-0.013576298,-0.025485866,-0.26829752,-0.047530804,-0.08021849,-0.0042878957,0.025432533,0.004852171,-0.0022805035,-0.0021712426,-0.10032886,-0.033615608,0.0063544326,-0.23547512,-0.039156735,0.050932445,-0.020144524,-0.2790468,-0.16035476,-0.20377816,-0.06299618,0.002484417,-0.10765871,-0.040491045,0.011603697,0.013307539,-0.022844307,-0.005366565,0.06519536,-0.03379678,-0.00072569784,0.0042677186,0.08137179,0.0005446372,0.025134465,0.007164833,-0.04095383,0.008931488,-0.0017431832
65,0.23212563,0,0.18362343,-0.1100197,-0.2283915,-0.010236004,-0.04123735,-0.32351926,-0.039064333,-0.11242968,-0.0057354793,0.02459088,0.004853593,-0.0022805035,-0.0023860268,-0.055816606,-0.018705279,0.034940425,-0.056996737,0.05211342,-0.010163233,0.023950681,-0.32848957,-0.15774062,0.036752064,-0.138826,0.004073586,-0.09825011,-0.02171178,0.019961352,0.020528188,0.0020403275,0.012308016,0.07228114,-0.03236707,-0.0010217944,-0.0059132082,-0.024152445,0.0005446372,0.026671682,0.011010141,0.0059114606,0.0067002117,-0.0017529675
66,0.4161221,0,0.0030656806,0.06714984,0.08102164,-0.0074427784,0.014686817,-0.30163804,-0.03211051,0.04733816,-0.0028132787,-0.027578328,-0.03399844,-0.0010903903,-0.0006287757,-0.042210177,-0.19041881,-0.011617627,0.22485793,-0.016690118,-0.0037415223,0.023352053,-0.3869296,-0.05295568,0.04862474,-0.031626996,0.0043519107,0.06456249,-0.03367425,0.021985225,0.023100223,0.00404541,0.02380624,0.08794993,-0.010100915,-0.0010217944,-0.011246392,-0.022567289,0.0003491269,0.03188713,0.006030283,0.009169953,0.010173718,-0.0021242655
67,0.8907329,1,0.14281315,0.0908265,0.087994576,-0.008937654,-0.009189709,1.3333759,-0.0024527237,0.06104915,0.0023888594,0.008441677,0.014050767,-0.0045750574,0.00085606566,-0.046146166,0.18388155,0.08825651,-0.051578254,-0.026388712,0.008326156,0.02397176,0.40500325,-0.0014903917,0.0068505034,0.026332421,-0.00050537614,-0.092265025,0.03575718,0.033142563,0.027126038,0.0012007911,-0.0139990095,-0.16637245,-0.016519783,-0.0011381942,-0.02316954,-0.031420156,0.0006119943,0.021670034,0.009736487,-0.11516458,0.005768558,0.002126414
68,0.44620797,0,-0.21194835,-0.17245,0.028737297,-0.0050760545,0.019847555,-0.3051889,0.14984788,-0.054903995,0.0012452267,0.031082252,0.00729102,-0.0020646704,-0.0039760093,0.06151079,-0.022877816,0.0027394644,0.20579521,0.04511538,-0.063589476,0.014579896,0.28318793,-0.0462042,0.14429219,-0.051958863,0.0022949134,0.07052051,-0.033383254,-0.0732007,0.027347963,0.005338805,-0.012100774,-0.28136295,-0.02851104,-0.00176057,0.013821387,0.044007406,0.0006119943,0.014151673,0.005563776,-0.078282185,-0.032429136,-0.0016700968
69,0.63037384,1,-0.098816074,0.04535612,0.053285424,0.015467284,0.013463557,0.4126784,0.07365717,-0.12350413,-0.013304536,0.032042004,0.014847716,-0.0018741809,0.002609004,-0.039883204,-0.025457451,0.062428165,-0.04138914,0.03699383,-0.010042222,0.023691084,-0.0580951,-0.022547463,0.06262155,0.004333209,-0.0013321161,0.013612074,-0.03435747,-0.06560313,0.023594625,0.0017127577,0.023269573,0.071505554,-0.018833244,-0.0010217944,0.023891328,-0.051900364,0.0006119943,0.03266918,0.009495331,0.014228856,-0.023923293,0.009635855
70,0.24646361,0,-0.093542516,0.00040927716,-0.18951324,-0.013932577,0.0413961,-0.2570341,0.1722976,0.050632734,-0.018637123,0.01434453,0.0056099775,-0.0013893377,-0.0039578695,-0.0810298,-0.19888318,0.02550489,-0.047939308,-0.03108219,0.040533382,0.032085568,-0.26096934,0.6106905,-0.19449271,-0.055169746,0.0017311551,-0.096602485,-0.044584356,-0.041431442,-0.1967593,0.0009386768,-0.0136754485,-0.26482275,-0.012223799,-0.002384784,-0.018467242,-0.03288836,0.0003491269,-0.08348104,0.007085599,0.036775988,0.010240104,-0.0012987987
71,0.26883668,0,-0.0001513786,-0.13930494,0.040246163,-0.009021466,0.015926616,-0.28466108,-0.037086364,0.04935852,-0.0022695574,0.0149749555,0.0060184337,-0.0019755461,-0.00092583883,0.14486028,-0.18174416,0.010050643,-0.070671245,-0.03509468,0.054628156,-0.024733117,-0.34036514,-0.062007416,-0.18199678,-0.034302693,0.003411694,-0.116559595,-0.047660414,0.009790658,0.016006269,0.0017555731,0.02416677,0.088941075,-0.02123472,-0.0010217944,-0.010123882,-0.028835064,0.0003491269,0.0330399,0.007946333,0.009790537,0.014072656,-0.0021242655
72,0.7379805,1,0.18043205,0.056205485,0.059722118,-0.006204591,0.011287345,0.54361784,-0.013331407,0.031279676,0.022009118,0.019752491,0.016556509,-0.0014967131,0.0015028144,-0.02987716,-0.017922368,0.0019388078,0.19536826,0.05154466,-0.020265501,0.026070597,-0.020869559,-0.04424692,0.26817876,-0.0126816435,0.0007108718,-0.027073357,-0.019658756,0.021435255,0.025463946,0.0037930459,-0.018533107,-0.22367738,-0.019024996,-0.002384784,-0.03314185,-0.049608264,0.0006119943,-0.06727943,0.008587914,0.01347154,0.005716546,0.00951474
73,0.43375462,0,0.096951485,-0.089362785,-0.17814378,0.054512702,0.015476172,-0.27813843,-0.030515077,0.06487517,0.0038301202,-0.016073802,-0.042728595,-0.001294286,-0.002440489,0.069849074,0.16972852,0.01109449,-0.14177704,0.07758429,-0.03514121,0.030115588,-0.16216108,-0.05535768,0.029490203,0.021971866,-0.039591942,0.04982695,0.06054432,0.032595955,0.0149408635,0.0020403275,0.012179049,0.08231554,-0.0309783,-0.0010041597,0.00980583,-0.022851843,-0.007448652,0.026904913,-0.12429323,0.0069709714,-0.037161954,-0.0016930557
74,0.47442445,0,0.0066133663,-0.19991802,0.03302853,-0.012709933,-0.020933723,-0.28371352,-0.03311941,0.049679525,-0.004480831,0.015721675,0.0075683957,-0.0019386514,-0.0028774764,0.10112421,-0.029660853,-0.0075810966,-0.044086497,-0.031577487,-0.07710097,0.028457832,0.30516937,-0.032411918,0.049870744,-0.08254623,0.003415539,0.09023056,-0.030203147,0.03365425,0.02359182,-0.022907741,-0.008642508,0.086085364,-0.032458402,-0.0010217944,-0.007218114,-0.012826078,0.0006119943,0.018238338,0.0087421425,-0.08786908,0.017728332,-0.0021242655
75,0.51358455,0,0.1463242,0.053997315,0.020525474,-0.017738514,-0.04909831,0.07950434,-0.011577195,-0.11798545,-0.02435403,-0.03147453,0.013932489,-0.0022535766,-0.002329519,0.10160734,-0.027395384,-0.0026495978,-0.22238165,-0.029646838,0.04155283,-0.000643352,0.089373514,-0.098947674,-0.28105578,0.23458569,-0.009484089,0.025725381,0.11366715,0.032482468,0.014478438,0.0010572894,0.026794547,0.06408411,-0.018811697,-0.0007735797,-0.012985363,-0.05755406,0.0005446372,0.026320018,0.010817452,-0.043048717,-0.04010238,-0.028736282
76,0.3697481,0,0.0019159651,0.06268398,-0.22475198,-0.019157743,-0.037993744,-0.25819382,-0.037317026,0.057781775,-0.0046321396,-0.016609857,0.011145163,-0.0014697859,-0.0039229705,0.1415345,-0.009344336,-0.0063749063,-0.035250828,-0.021040268,0.06691535,0.038989007,-0.2540195,-0.06623825,-0.1701472,-0.10298178,0.003186263,0.07885014,0.12573521,0.029785318,0.019874683,0.0009386768,-0.0074519985,0.08760464,-0.027470166,-0.0010217944,-0.0066958405,-0.031793505,0.0006119943,0.029203473,0.009312698,0.0066090547,-0.04834752,-0.0017529675
77,0.3638976,0,0.20111232,-0.104678884,-0.2271956,-0.014224506,0.018567914,-0.3169104,-0.038937107,-0.079297826,0.008727563,0.024795145,-0.020930886,-0.0022805035,-0.0036548397,-0.022521222,0.1954198,0.021079369,0.17309622,-0.049781803,-0.024468008,-0.003246748,-0.34866172,-0.12916742,0.14191793,-0.042994384,-0.042469006,-0.066447966,-0.011459151,0.022762882,0.021797374,0.0051633045,-0.0023980483,0.068202235,0.096546575,-0.0018287065,0.018985074,-0.026286744,-0.00830652,-0.07584968,0.0056934035,0.003901124,-0.008601696,-0.0016601109
78,0.34684497,1,0.09540623,0.058645047,0.08952999,0.014946127,-0.017337557,-0.29357752,-0.024298305,-0.088671595,0.0023561919,0.03619746,-0.022201885,-0.0019941106,-0.0017490797,0.079552665,-0.0062159123,-0.0067198346,-0.057483878,-0.025345555,-0.07233594,0.030901117,-0.34910733,-0.11532587,-0.009452018,-0.008995473,-0.031222163,-0.08835356,0.100339346,0.021021038,0.014837638,0.001464032,0.016620042,0.077178486,-0.021723978,-0.0010217944,-0.01595767,-0.033264294,0.0005446372,0.036651928,-0.123830974,0.0071291695,0.014048147,-0.0021242655
